,AD,ADOSC,APO,AROONDOWN,AROONOSC,AROONUP,BANDSLOWER,BANDSMID,BANDSUPPER,BOP,CCI,CLOSE,CMO,ClassificationMinMax,ClassificationTrend,ClassificationTrendValleyBuy,DEMA,EMA,FAMA,HIGH,HTTREND,KAMA,LOW,MA,MACD,MACDHist,MACDSignal,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DM,MOM,OBV,OPEN,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,SAR,SAREXT,SMA,STOCHFastK,STOCHRSIFastD,STOCHRSIFastK,T3,TEMA,TRIMA,TRIX,VOLUME,WILLR,WMA
88,4336877.214090664,83735.62490722816,0.081923076923065,50.0,50.0,0.0,25.447072436262367,26.66880000000001,27.890527563737656,-1.0,16.484197479859436,26.5,5.110137896779577,0,1,1,26.844896941076826,26.17832339136599,26.143707969208485,27.05,26.467676470588238,25.82592526711275,26.5,26.31066666666668,0.3499437740072082,-0.062132156025779706,0.4120759300329879,26.799423118673285,77.11544834799749,26.575000000000003,26.7,2.2659563864795214,0.0,6937300.0,27.05,2.5465902444234203,0.30748354313426624,0.0,0.0,1.0,100.0,52.55506894838978,25.783981387059033,25.783981387059033,26.31066666666668,19.480519480519305,66.66666666666667,0.0,26.76937476388322,26.963025217838958,26.449958333333353,0.1517475722798478,51600.0,-57.692307692307665,26.570645161290283
89,4314077.214090664,61034.6035409756,0.0868589743589645,42.85714285714286,42.85714285714286,0.0,25.444137724473475,26.666800000000013,27.88946227552655,0.0,-24.17158792650971,26.5,5.110137896779578,-1,-1,-1,26.84205993062314,26.19907672095528,26.15972656904676,26.7,26.476705882352938,25.85487392959118,26.49,26.408000000000012,0.31342343433967557,-0.07892199655464988,0.39234543089432544,26.78445196273962,74.81055407972957,26.880000000000003,26.79,2.114102358873843,-0.5,6937300.0,26.5,2.364690941250319,0.32577440543162,-1.851851851851849,-0.018518518518518517,0.9814814814814815,98.14814814814815,52.55506894838978,25.872622131576673,25.872622131576673,26.408000000000012,19.480519480519305,33.33333333333334,0.0,26.7363993495634,26.930498645618478,26.48175000000002,0.15320266514871062,25200.0,-61.98347107438012,26.582860215053724
90,4439910.547423993,86237.10053893365,0.08833333333332405,35.714285714285715,35.714285714285715,0.0,25.42959375617948,26.646800000000013,27.864006243820548,0.7499999999999926,-62.93693693693733,26.49,4.876192735806346,0,-1,0,26.836904711565868,26.217845964764617,26.174976638935657,26.5,26.498823529411766,25.878481218934382,26.38,26.49300000000001,0.28044113477862,-0.08952343689256437,0.36996457167118435,26.76972936460264,68.2533135691585,26.880000000000003,26.95,2.073095047525711,-1.0600000000000023,6786300.0,26.4,2.1957844454467246,0.3313328332082671,-3.8475499092559096,-0.03847549909255907,0.9615245009074409,96.1524500907441,52.43809636790318,25.957717246313607,25.957717246313607,26.49300000000001,14.864864864864748,9.473903143468002e-15,0.0,26.6816258426077,26.897256753879834,26.509875000000015,0.1541164382878213,151000.0,-71.90476190476193,26.588150537634373
91,4490431.975995422,104782.47653455939,0.06999999999998963,28.571428571428573,28.571428571428573,0.0,25.50617405526333,26.590800000000012,27.675425944736695,0.3928571428571569,-52.998324958122744,26.6,7.319813069093109,1,-1,0,26.84468498412213,26.24250106381206,26.302448649777073,26.63,26.566264705882354,25.897946945689576,26.35,26.555333333333344,0.2601793201962721,-0.08782820117992979,0.3480075213762019,26.68486468230132,65.22683622627515,27.0,27.0,1.925016829845303,-0.34999999999999787,6850600.0,26.49,2.1689426993433862,0.26271345468189,-1.298701298701288,-0.012987012987012908,0.9870129870129871,98.70129870129871,53.65990653454655,26.039408556461062,26.039408556461062,26.555333333333344,32.467532467532486,7.133886504943196,21.40165951482956,26.63545871617518,26.885357218278934,26.532541666666685,0.1546518344931025,64300.0,-69.99999999999993,26.595053763440824
92,4505851.975995421,107749.90521144588,0.058141025641013755,21.42857142857143,-7.142857142857143,28.571428571428573,25.573969450578943,26.55600000000001,27.53803054942108,0.3999999999999915,39.73188819167367,26.9,13.821926479557387,0,1,1,26.8879362528873,26.284920350017735,26.312277969737302,27.0,26.631080882352943,25.93862876027735,26.75,26.64033333333334,0.26527129657538495,-0.06618897984065353,0.3314602764160385,26.69562144818625,64.87058807587626,27.0,27.0,1.7875156277134956,0.4499999999999993,6927700.0,26.8,2.38401822081886,0.2185531635991668,1.7013232514177634,0.01701323251417767,1.0170132325141776,101.70132325141776,56.91096323977869,26.11783221420262,26.11783221420262,26.64033333333334,78.57142857142824,40.46721983827653,100.0,26.639919563361786,26.926762778202555,26.551750000000016,0.1551493842531615,77100.0,-55.00000000000007,26.617290322580608
93,4397613.266318001,64728.81793540716,0.07846153846152504,14.285714285714286,-7.142857142857143,21.42857142857143,25.59560692014815,26.532000000000018,27.468393079851886,-0.4838709677419444,7.1607797722455695,26.7,8.363779727318057,-1,-1,-1,26.900862966747823,26.311699682274657,26.321867029888292,26.95,26.685856617647055,25.94746064355884,26.64,26.66366666666668,0.250283286085228,-0.0649415922646484,0.3152248783498764,26.69584037577694,51.66789135351843,27.0,27.0,1.769835940019674,0.1999999999999993,6751100.0,26.85,2.2137312050460842,0.2953953084274037,0.7547169811320753,0.007547169811320728,1.0075471698113208,100.75471698113208,54.18188986365903,26.193118925634515,26.193118925634515,26.66366666666668,53.84615384615363,53.46256522269113,38.98603615324382,26.658709513356783,26.924225653865463,26.564041666666682,0.15535143520812866,176600.0,-65.00000000000003,26.621139784946198
94,4329813.266318001,19672.116964718327,0.09096153846152433,7.142857142857143,-92.85714285714286,100.0,25.571158630718575,26.482000000000017,27.39284136928146,-0.8749999999999983,-127.03618672788888,26.0,-8.224416316481719,0,-1,0,26.823930515644502,26.291590025353713,26.328380319388337,26.8,26.704250000000002,25.94796456426167,26.0,26.645333333333344,0.17984785580279805,-0.1083016180376627,0.28814947384046075,26.34792018788847,47.0785056548239,26.5,27.0,2.2834190871611266,-0.48999999999999844,6683300.0,26.7,2.0556075475427926,0.34310169737409413,-1.849754624386557,-0.018497546243865553,0.9815024537561344,98.15024537561344,45.88779184175914,28.0,-28.0,26.645333333333344,0.0,46.32867871774795,0.0,26.59547837766,26.792629125164577,26.570083333333347,0.1545186710812052,67800.0,-100.0,26.57832258064512
95,4457113.266318001,39956.001389008015,0.16467948717947323,0.0,-100.0,100.0,25.534595023186267,26.527200000000015,27.519804976813763,1.0,131.02764348580678,27.5,20.026811556055655,0,-1,0,26.940480033396348,26.36955195920186,26.33030891586598,27.5,26.717562500000003,25.961247143839504,26.0,26.662333333333343,0.24227197332165673,-0.036702000415043234,0.27897397373669997,26.405524178494044,53.50280792765689,26.75,26.75,2.120317723792475,0.9499999999999993,6810600.0,26.0,2.608778437004021,0.6209363594614316,3.5781544256120457,0.0357815442561205,1.0357815442561205,103.57815442561204,60.01340577802783,27.96,-27.96,26.662333333333343,100.0,46.32867871774795,100.00000000000001,26.646985086553116,26.947296149825046,26.57404166666668,0.1544089489055711,127300.0,-0.0,26.633462365591356
96,4550613.266318001,74371.59034539852,0.26192307692306116,100.0,7.142857142857143,92.85714285714286,25.301406194170525,26.622000000000018,27.94259380582951,0.7200000000000009,356.85692057429804,28.76,35.304285706010965,0,-1,0,27.202141036825815,26.5237744134469,26.335132392208564,29.25,26.754,25.992282035978118,27.5,26.68766666666668,0.38893164404644054,0.08796613624779248,0.30096550779864806,26.52324796956934,62.49798102902848,27.380000000000003,27.625,1.968866457807298,1.7600000000000016,7023100.0,27.5,4.172437120075163,0.9841893805820716,6.5185185185185235,0.06518518518518525,1.0651851851851852,106.51851851851852,67.65214285300549,26.0,26.0,26.68766666666668,84.92307692307696,66.66666666666667,100.0,26.946186069123456,27.309024433689697,26.58320833333335,0.15618545119882032,212500.0,-15.076923076923029,26.768795698924688
97,4590139.932984668,94266.30791737046,0.3589743589743435,92.85714285714286,7.142857142857143,85.71428571428572,25.15348608909334,26.726000000000017,28.298513910906692,0.11999999999999982,242.55152019221924,28.85,36.24120864017929,1,-1,0,27.4488510677695,26.673853483547102,26.67300529035259,29.05,26.827312499999998,26.035663856619642,28.3,26.72366666666668,0.5065831622035049,0.16449412352388543,0.34208903867961943,27.68662398478467,60.760958517112584,27.425,27.625,1.828233139392491,1.8500000000000014,7107800.0,28.76,3.874405897212651,1.3440860215053176,6.8518518518518645,0.06851851851851858,1.0685185185185186,106.85185185185186,68.12060432008964,26.0,26.0,26.72366666666668,87.69230769230774,100.0,100.0,27.397735377527738,27.6392354669151,26.606750000000016,0.15952469349811427,84700.0,-12.307692307692264,26.90830107526877
98,4673039.932984668,120212.66438614391,0.41987179487177784,85.71428571428572,7.142857142857143,78.57142857142857,25.07478596892679,26.848000000000017,28.621214031073244,0.3111111111111129,170.71916378633787,29.0,37.856524035384766,-1,-1,-1,27.689316969697238,26.823927452350514,26.699987477732414,29.0,26.9449375,26.11122057953953,28.55,26.78033333333335,0.6049530620450447,0.21029121869234024,0.3946618433527045,27.752292785545436,60.16105606386084,27.5,27.625,1.6976450580073132,2.5,7190700.0,28.86,3.597662618840319,1.5658992564966243,9.433962264150942,0.09433962264150944,1.0943396226415094,109.43396226415094,68.92826201769238,26.065,26.065,26.78033333333335,92.3076923076923,100.0,100.0,27.892305748604926,27.951978699885235,26.646208333333348,0.16420571638808834,82900.0,-7.692307692307692,27.055161290322534
99,4724557.174363978,136290.50843622722,0.46833333333332305,78.57142857142857,7.142857142857143,71.42857142857143,25.14166468032732,26.993200000000016,28.84473531967271,0.2758620689655244,130.6047615195885,28.98,37.356845166510084,1,1,1,27.902714009907896,26.96302890703758,26.727829744445806,29.05,27.086062500000004,26.18613839869507,28.76,26.838000000000015,0.6735340028092658,0.22309772756524904,0.45043627524401675,27.813678146268163,70.52227872704012,27.5,27.625,1.5763846967210766,2.4800000000000004,7091100.0,28.9,3.390686717494583,1.7390766183933264,9.358490566037748,0.09358490566037737,1.0935849056603775,109.35849056603774,68.67842258325504,26.128700000000002,26.128700000000002,26.838000000000015,91.69230769230771,99.06583113355684,97.19749340067054,28.33701546842684,28.21793214396068,26.699375000000018,0.1698493846323368,99600.0,-8.307692307692294,27.197075268817155
100,4789557.174363978,151159.58023524098,0.5474999999999852,100.0,35.714285714285715,64.28571428571429,25.17775628681432,27.139200000000013,29.100643713185708,0.6851851851851881,110.50842755080816,29.25,40.49267535901077,0,1,1,28.127663078354857,27.110575429164186,27.178832076617873,29.25,27.268279166666666,26.356608480880382,28.71,26.934000000000015,0.7411283694728681,0.23255367538308103,0.5085746940897871,28.53183907313408,68.78685799377561,27.625,27.625,1.4637857898124282,2.7600000000000016,7156100.0,28.88,3.348494809102112,2.021787296898024,10.419026047565128,0.10419026047565125,1.1041902604756513,110.41902604756513,70.24633767950539,26.191126,26.191126,26.934000000000015,99.99999999999999,99.06583113355684,100.0,28.717805107009767,28.494953392252306,26.766958333333346,0.17643933478270757,65000.0,-0.0,27.35268817204296
